study,entered.by,host.species,host.type,host.therm,parasite.species,parasite.type,parasite.group,parasite.measure,hp_sampled,iduration_bin,iduration_bin_clean,iduration_confidence,sample.size,experimental.design,study.duration,sampling.method,subset.studied,sex,age,condition.measure,cm.speed,condition.quantification,size.measure,external.measure,ott_id,phypc1,phypc2,close,nonclose,vector,intermediate,tmode,effect.direction,yi,yir,rlower,rupper,vi
Zahn & Rupp 2004 Journal of the Zoological Society of London,CST,Myotis_myotis,mammal,endotherm,Spinturnicidae,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,5,observational,cross-sectional,LC,yes,M,A,mass/forearm length ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-1.421925871,-0.89,-0.992745592,-0.036006474,0.5
Zahn & Rupp 2004 Journal of the Zoological Society of London,CST,Myotis_myotis,mammal,endotherm,Spinturnicidae,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,6,observational,cross-sectional,LC,yes,NA,J,mass/forearm length ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-0.887183863,-0.71,-0.965329949,0.239649168,0.333333333
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,31,observational,cross-sectional,LC,yes,F,J,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-0.357488589,-0.343,-0.621770915,0.012909071,0.035714286
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,28,observational,cross-sectional,LC,yes,F,A,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,1,0.438017735,0.412,0.045992468,0.680481661,0.04
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,25,observational,cross-sectional,LC,yes,M,J,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-0.39422868,-0.375,-0.670744016,0.023632644,0.045454545
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,27,observational,cross-sectional,LC,yes,M,J,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-0.059068603,-0.059,-0.429386761,0.328376436,0.041666667
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,25,observational,cross-sectional,LC,yes,F,J,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,1,0.339465352,0.327,-0.078240135,0.639502221,0.045454545
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,31,observational,cross-sectional,LC,yes,F,A,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,-1,-0.149095025,-0.148,-0.477308924,0.217759961,0.035714286
Postawa et al. 2014 Folia Parasitologia,CAS,Myotis_myotis,mammal,endotherm,Spinturnix myoti,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,43,observational,cross-sectional,LC,yes,F,A,weight/forearm ratio,NA,adjusted quantitative,body size,external,966432,0.002874801,1.71450182,NA,NA,NA,NA,NA,1,0.146029224,0.145,-0.162417103,0.426758584,0.025
Piksa et al. 2011 Folia Parasitologia,DJB,Myotis_mystacinus,mammal,endotherm,Spinturnicid mites,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,34,observational,cross-sectional,LC,yes,F,NA,mass~length residuals,NA,adjusted quantitative,body size,external,353458,NA,NA,NA,NA,NA,NA,NA,-1,-0.004000021,-0.004,-0.341703488,0.334618323,0.032258065
Piksa et al. 2011 Folia Parasitologia,DJB,Myotis_mystacinus,mammal,endotherm,Spinturnicid mites,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,41,observational,cross-sectional,LC,yes,M,NA,mass~length residuals,NA,adjusted quantitative,body size,external,353458,NA,NA,NA,NA,NA,NA,NA,-1,-0.165494508,-0.164,-0.448996474,0.151283399,0.026315789
Gobush et al. 2011 Endangered Species Research,CAS,Neomonachus_schauinslandi,mammal,endotherm,Diphyllobothrium spp.,helminth,helminth,binary infection,hp not randomly sampled,NA,NA,NA,36,experimental,NA,LC,yes,NA,J,% daily growth rate,NA,adjusted quantitative,body size,external,180367,NA,NA,NA,NA,NA,NA,NA,-1,-0.393258256,-0.374165739,-0.625776734,-0.052025306,0.03030303
Marcus et al. 2014 Parasitology Research,CAS,Neophoca_cinerea,mammal,endotherm,Uncinaria sanguinis,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,86,observational,cross-sectional,FD,yes,NA,J,4 point condition index,NA,qualitative,not body size,external,273179,NA,NA,NA,NA,NA,NA,NA,-1,-0.322402314,-0.311677489,-0.491120781,-0.106858776,0.012048193
Schulte-Hostedde & Elsasser 2011 Journal of Mammalogy,AM,Neovison_vison,mammal,endotherm,Dioctophyme renale,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,42,observational,NA,LC,yes,M,NA,residuals from a regression of body mass on body length,NA,adjusted quantitative,body size,external,310482,NA,NA,0,0,0,1,intermediate,1,0.316126175,0.306,0.002280756,0.558032652,0.025641026
Schulte-Hostedde & Elsasser 2011 Journal of Mammalogy,AM,Neovison_vison,mammal,endotherm,Dracunculus insignis,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,42,observational,NA,LC,yes,M,NA,residuals from a regression of body mass on body length,NA,adjusted quantitative,body size,external,310482,NA,NA,0,0,0,1,intermediate,1,0.133792642,0.133,-0.178131966,0.419955552,0.025641026
Santi et al. 2006 Canadian Journal of Zoology,CST,Neovison_vison,mammal,endotherm,Skrjabingylus nasicola,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,630,observational,cross-sectional,LC,no,NA,NA,body mass,NA,raw quantitative,body size,external,310482,NA,NA,NA,NA,NA,NA,NA,-1,-0.042024722,-0.042,-0.11972118,0.036232832,0.001594896
Schulte-Hostedde & Elsasser 2011 Journal of Mammalogy,AM,Neovison_vison,mammal,endotherm,Skrjabingylus nasicola,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,39,observational,NA,LC,yes,M,NA,residuals from a regression of body mass on body length,NA,adjusted quantitative,body size,external,310482,NA,NA,NA,NA,NA,NA,NA,1,0.329420529,0.318,0.002759858,0.575749552,0.027777778
Santi et al. 2006 Canadian Journal of Zoology,CST,Neovison_vison,mammal,endotherm,Skrjabingylus nasicola,helminth,helminth,binary infection,hp not randomly sampled,NA,NA,NA,630,observational,cross-sectional,LC,no,NA,NA,sex and age-corrected body mass,NA,adjusted quantitative,body size,external,310482,NA,NA,NA,NA,NA,NA,NA,-1,-0.058895301,-0.058827299,-0.13631486,0.019375696,0.001594896
Rothermel et al. 2016 Diseases of Aquatic Organisms,CAS,Notophthalmus_viridescens,amphibian,ectotherm,Batrachochytrium dendrobatidis,fungus,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,76,observational,longitudinal,LC,yes,NA,A,scaled mass index,NA,adjusted quantitative,body size,external,566015,NA,NA,NA,NA,NA,NA,NA,1,0.036245142,0.036229279,-0.19078461,0.259564674,0.01369863
Nalubamba et al. 2015 International Journal of Poultry Science,DJB,Numida_meleagris,bird,endotherm,all helminths,helminth,helminth,richness,hp randomly sampled,3,chronic,3,147,observational,cross-sectional,LC,no,NA,NA,body mass,rapid,raw quantitative,body size,external,684046,NA,NA,NA,NA,NA,NA,NA,-1,-0.069109817,-0.069,-0.228342556,0.093942687,0.006944444
Nalubamba et al. 2015 International Journal of Poultry Science,DJB,Numida_meleagris,bird,endotherm,all helminths,helminth,helminth,intensity,hp randomly sampled,3,chronic,3,147,observational,cross-sectional,LC,no,NA,NA,body mass,rapid,raw quantitative,body size,external,684046,NA,NA,NA,NA,NA,NA,NA,-1,-0.042024722,-0.042,-0.202516275,0.120714085,0.006944444
Nalubamba et al. 2015 International Journal of Poultry Science,DJB,Numida_meleagris,bird,endotherm,all helminths,helminth,helminth,richness,hp randomly sampled,3,chronic,3,147,observational,cross-sectional,LC,no,NA,NA,corrected body mass,rapid,adjusted quantitative,body size,external,684046,NA,NA,NA,NA,NA,NA,NA,1,0.44647846,0.419,0.275816234,0.543992489,0.006944444
Nalubamba et al. 2015 International Journal of Poultry Science,DJB,Numida_meleagris,bird,endotherm,all helminths,helminth,helminth,intensity,hp randomly sampled,3,chronic,3,147,observational,cross-sectional,LC,no,NA,NA,corrected body mass,rapid,adjusted quantitative,body size,external,684046,NA,NA,NA,NA,NA,NA,NA,1,0.438017735,0.412,0.267981058,0.538008127,0.006944444
Waid et al. 1985 Journal of Wildlife Diseases,CAS,Odocoileus_virginianus,mammal,endotherm,Haemonchus contortus,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,84,observational,cross-sectional,LC,no,NA,NA,1-3 physical condition,NA,qualitative,not body size,external,410145,NA,NA,0,1,0,0,non-close,-1,-0.321054628,-0.31046021,-0.4921006,-0.102915182,0.012345679
Waid et al. 1985 Journal of Wildlife Diseases,CAS,Odocoileus_virginianus,mammal,endotherm,Oesophagostomum venulosum,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,84,observational,cross-sectional,LC,no,NA,NA,1-3 physical condition,NA,qualitative,not body size,external,410145,NA,NA,0,1,0,0,non-close,-1,-0.539178624,-0.492365964,-0.639278354,-0.31077664,0.012345679
Galvan et al. 2012 Journal of Avian Biology,CAS,Oenanthe_oenanthe,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,142,observational,cross-sectional,LC,no,NA,NA,body mass; wing length as a covariate,NA,adjusted quantitative,body size,external,1092950,NA,NA,NA,NA,NA,NA,NA,1,0.194412895,0.192,0.028163469,0.345790731,0.007194245
Puttker et al. 2008 Ecological Research,CAS,Oligoryzomys_nigripes,mammal,endotherm,Multiple nematode spp.,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,69,observational,cross-sectional,LC,yes,NA,A,residuals from a regression of body mass on tibia length,NA,adjusted quantitative,body size,external,752853,NA,NA,NA,NA,NA,NA,NA,-1,-0.138886172,-0.138,-0.362829965,0.102012624,0.015151515
Puttker et al. 2008 Ecological Research,CAS,Oligoryzomys_nigripes,mammal,endotherm,Multiple nematode spp.,helminth,helminth,richness,hp not randomly sampled,NA,NA,NA,69,observational,cross-sectional,LC,yes,NA,A,residuals from a regression of body mass on tibia length,NA,adjusted quantitative,body size,external,752853,NA,NA,NA,NA,NA,NA,NA,1,0.166522321,0.165,-0.074593753,0.386583705,0.015151515
Gust & Griffiths 2011 Wildlife Research,CST,Ornithorhynchus_anatinus,mammal,endotherm,Mucorales,fungus,microparasite,binary infection,hp randomly sampled,3,chronic,1,195,observational,cross-sectional,LC,no,NA,NA,tail volume index (fat score),medium,qualitative,not body size,external,962377,NA,NA,NA,NA,NA,NA,NA,1,0.153239304,0.152050995,0.011790541,0.286443477,0.005208333
Millan 2011 Eur. J. Wild Res,PB,Oryctolagus_cuniculus,mammal,endotherm,Sarcoptes scabiei,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,32,observational,cross-sectional,LC,no,NA,NA,fat depots scores,NA,qualitative,not body size,invasive,864596,-0.604946497,-1.407123282,1,1,0,0,multiple modes,-1,-0.348239793,-0.334813579,-0.612052021,0.015715088,0.034482759
Reglero et al. 2007 Veterinary Parasitology,CST,Oryctolagus_cuniculus,mammal,endotherm,Trypanosoma spp.,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,66,observational,cross-sectional,LC,yes,NA,J,body mass,NA,raw quantitative,body size,external,864596,-0.604946497,-1.407123282,NA,NA,NA,NA,NA,1,0.922516295,0.727085633,0.588641061,0.824095307,0.015873016
Reglero et al. 2007 Veterinary Parasitology,CST,Oryctolagus_cuniculus,mammal,endotherm,Trypanosoma spp.,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,38,observational,cross-sectional,LC,yes,NA,A,body mass,NA,raw quantitative,body size,external,864596,-0.604946497,-1.407123282,NA,NA,NA,NA,NA,-1,-0.580478329,-0.523013003,-0.721982011,-0.24415141,0.028571429
Lemos et al. 2012 Journal of Fisheries Science,CST,Osteoglossum_bicirrhosum,fish,ectotherm,Gonocleithrum aruanae,helminth,helminth,intensity,hp randomly sampled,5,NA,NA,9,observational,cross-sectional,LC,yes,F,NA,weight-length ratio,rapid,adjusted quantitative,body size,external,279997,NA,NA,NA,NA,NA,NA,NA,1,1.97206674,0.962,0.824885038,0.99221216,0.166666667
Sperry et al. 2009 Journal of Zoology,CAS,Pantherophis_obsoletus,reptile,ectotherm,haemogregarines,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,40,observational,cross-sectional,LC,no,NA,NA,residuals from a regression of snoutâ€“vent length on body mass,NA,adjusted quantitative,body size,external,530777,NA,NA,NA,NA,NA,NA,NA,-1,-0.258679585,-0.253060089,-0.523316123,0.063451151,0.027027027
Strum 2005 American Journal of Primatology,CST,Papio_anubis,mammal,endotherm,multiple,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,239,observational,longitudinal,LC,no,NA,NA,subjective score,NA,qualitative,not body size,external,115449,NA,NA,NA,NA,NA,NA,NA,-1,-0.158309385,-0.157,-0.278349603,-0.03071693,0.004237288
Heylen et al. 2015 Scientific Reports,CST,Parus_major,bird,endotherm,Borrelia burgdorferi,bacterium,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,28,experimental,NA,CZ,no,NA,NA,mass/tarsus ratio,NA,adjusted quantitative,body size,external,515143,NA,NA,0,0,1,0,vector,1,0.650957351,0.572314096,0.25332679,0.77905038,0.04
Harper 1999 Animal Behaviour,CAS,Parus_major,bird,endotherm,"feather mite (Acari, Proctophyllodidae)",ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,30,observational,cross-sectional,LC,yes,M,J,pectoral muscle scores,NA,qualitative,not body size,external,515143,NA,NA,NA,NA,NA,NA,NA,-1,-0.529501575,-0.485,-0.719543053,-0.151139462,0.037037037
Harper 1999 Animal Behaviour,CAS,Parus_major,bird,endotherm,"feather mite (Acari, Proctophyllodidae)",ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,31,observational,cross-sectional,LC,yes,F,J,pectoral muscle scores,NA,qualitative,not body size,external,515143,NA,NA,NA,NA,NA,NA,NA,-1,-0.696278061,-0.602,-0.788205776,-0.314813645,0.035714286
Galvan et al. 2012 Journal of Avian Biology,CAS,Parus_major,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,519,observational,cross-sectional,LC,no,NA,NA,body mass; wing length as a covariate,NA,adjusted quantitative,body size,external,515143,NA,NA,NA,NA,NA,NA,NA,1,0.004000021,0.004,-0.082097388,0.090038125,0.001937984
Heylen & Matthysen 2008 Functional Ecology,CAS,Parus_major,bird,endotherm,Ixodes ricinus,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,40,experimental,NA,LC,yes,NA,A,body mass/tarsus length,NA,adjusted quantitative,body size,external,515143,NA,NA,0,1,0,0,non-close,-1,-0.075756273,-0.075611682,-0.378212705,0.241587968,0.027027027
Heylen & Matthysen 2008 Functional Ecology,CAS,Parus_major,bird,endotherm,Ixodes ricinus,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,229,observational,NA,LC,yes,NA,A,body mass/tarsus length,NA,adjusted quantitative,body size,external,515143,NA,NA,0,1,0,0,non-close,1,0.010400226,0.010399851,-0.119402299,0.139852461,0.004424779
Heylen & Matthysen 2008 Functional Ecology,CAS,Parus_major,bird,endotherm,Ixodes ricinus,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,42,experimental,NA,LC,yes,NA,A,body mass/tarsus length,NA,adjusted quantitative,body size,external,515143,NA,NA,0,1,0,0,non-close,-1,-0.122988387,-0.122372003,-0.411016553,0.188572891,0.025641026
Gallizzi et al. 2008 Behavioral Ecology,PB,Parus_major,bird,endotherm,Ixodes ricinus,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,208,experimental,NA,LC,yes,NA,A,Proxy of fat reserve (tarsus length as covatiate in mass),NA,adjusted quantitative,body size,external,515143,NA,NA,0,1,0,0,non-close,-1,-0.145629186,-0.144608351,-0.275234874,-0.008739141,0.004878049
Norte et al. 2009 Ibis,AKD,Parus_major,bird,endotherm,Leucocytozoon,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,189,observational,cross-sectional,LC,no,NA,NA,residuals of mass vs tarsus,NA,adjusted quantitative,body size,external,515143,NA,NA,NA,NA,NA,NA,NA,-1,-0.246364706,-0.241498402,-0.37142595,-0.102294112,0.005376344
Norte et al. 2009 Ibis,AKD,Parus_major,bird,endotherm,Plasmodium,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,189,observational,cross-sectional,LC,no,NA,NA,residuals of mass vs tarsus,NA,adjusted quantitative,body size,external,515143,NA,NA,NA,NA,NA,NA,NA,-1,-0.277423333,-0.270518644,-0.397886064,-0.132920588,0.005376344
Heylen et al. 2015 Scientific Reports,CST,Parus_major,bird,endotherm,ticks,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,28,experimental,NA,CZ,no,NA,NA,mass/tarsus ratio,NA,adjusted quantitative,body size,external,515143,NA,NA,NA,NA,NA,NA,NA,-1,-0.273912056,-0.267261242,-0.582279647,0.117534983,0.04
Galvan et al. 2012 Journal of Avian Biology,CAS,Passer_domesticus,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,621,observational,cross-sectional,LC,no,NA,NA,body mass; wing length as a covariate,NA,adjusted quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.016001366,-0.016,-0.094559325,0.062757363,0.001618123
Dolnik & Hoi 2010 Biol.l J. Linn. Soc,AKD,Passer_domesticus,bird,endotherm,Isospora michaelbakeri,protozoan,microparasite,binary infection,hp randomly sampled,4,NA,2,32,experimental,NA,LC,"yes
",M,NA,body mass,rapid,raw quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.545802252,-0.497367479,-0.721016286,-0.179867811,0.034482759
Szabo et al. 2002 Acta Parasitologica,PB,Passer_domesticus,bird,endotherm,Ornithonyssus sylviarum and Pellonyssus reedi,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,100,observational,cross-sectional,LC,yes,NA,J,bill length,NA,raw quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.550640368,-0.501,-0.634936854,-0.33782579,0.010309278
Szabo et al. 2002 Acta Parasitologica,PB,Passer_domesticus,bird,endotherm,Ornithonyssus sylviarum and Pellonyssus reedi,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,100,observational,cross-sectional,LC,yes,NA,J,body mass,NA,raw quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.205859519,-0.203,-0.384102832,-0.00685522,0.010309278
Szabo et al. 2002 Acta Parasitologica,PB,Passer_domesticus,bird,endotherm,Ornithonyssus sylviarum and Pellonyssus reedi,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,100,observational,cross-sectional,LC,yes,NA,J,tail length,NA,raw quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.389582211,-0.371,-0.528878172,-0.188303791,0.010309278
Szabo et al. 2002 Acta Parasitologica,PB,Passer_domesticus,bird,endotherm,Ornithonyssus sylviarum and Pellonyssus reedi,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,100,observational,cross-sectional,LC,yes,NA,J,tarsus length,NA,raw quantitative,body size,external,745175,NA,NA,NA,NA,NA,NA,NA,-1,-0.25008653,-0.245,-0.42115129,-0.051037953,0.010309278
